JournalCode	JournalLib	EcritureNum	LigneNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	CompteLibAouX	PieceRef	PieceRefInt	PieceDate	PieceEcheance	EcritureLib	NatureCode	NatureLib	EcritureLet	DateLet	PaiementCode	PaiementLib	ValidDate	CreationDate	CreationHeure	CreationUtilisateur	ModifDate	ModifHeure	ModifUtilisateur	Credit	Debit	Montant	Sens	MontantSigne	Sens	Montantdevise	Idevise	Vide
BR	BRA	1055	14061	27/09/2020	512001	BRA			BRA	0		27/09/2020	27/09/2020	CHEQUE BALSAN							27/09/2020	25/02/2022	09:50:57	JM				0,00	35,08	35,08	D	35,08	+1			
BR	BRA	1055	14062	27/09/2020	411000	COLLECTIF CLIENTS	09999	DIVERS	DIVERS	0		27/09/2020	27/09/2020	CHEQUE BALSAN			AFP	27/09/2020			27/09/2020	25/02/2022	09:50:57	JM				35,08	0,00	35,08	C	-35,08	-1			
BR	BRA	1056	14230	28/09/2020	627000	SERV.BANC. ET ASSIMILES			SERV.BANC. ET ASSIMILES			28/09/2020		TTH							28/09/2020	25/02/2022	09:50:57	JM				0,00	56,26	56,26	D	56,26	+1			
BR	BRA	1056	14231	28/09/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES			28/09/2020		TTH							28/09/2020	25/02/2022	09:50:57	JM				0,00	11,59	11,59	D	11,59	+1			
BR	BRA	1056	14232	28/09/2020	512001	BRA			BRA			28/09/2020		TTH							28/09/2020	25/02/2022	09:50:57	JM				67,85	0,00	67,85	C	-67,85	-1			
BR	BRA	1056	14237	28/09/2020	411000	COLLECTIF CLIENTS	00561	TTH	TTH			28/09/2020	28/09/2020	TRAITE TTH			AAU	04/10/2020			28/09/2020	25/02/2022	09:50:57	JM				135,60	0,00	135,60	C	-135,60	-1			
BR	BRA	1056	14239	28/09/2020	512001	BRA			BRA			28/09/2020	28/09/2020	TRAITE TTH							28/09/2020	25/02/2022	09:50:57	JM				0,00	135,60	135,60	D	135,60	+1			
BR	BRA	1057	14067	28/09/2020	625700	RECEPTIONS			RECEPTIONS	0338897		28/09/2020		BANQUE 2 B.R.A.	RG	REGLEMENT					28/09/2020	25/02/2022	09:50:57	JM				0,00	32,01	32,01	D	32,01	+1			
BR	BRA	1057	14068	28/09/2020	512001	BRA			BRA	0338897		28/09/2020		BANQUE 2 B.R.A.	RG	REGLEMENT					28/09/2020	25/02/2022	09:50:57	JM				32,01	0,00	32,01	C	-32,01	-1			
BR	BRA	1058	14065	28/09/2020	625110	F.D. GERANT			F.D. GERANT	0338898		28/09/2020		BANQUE 2 B.R.A.	RG	REGLEMENT					28/09/2020	25/02/2022	09:50:57	JM				0,00	1372,04	1372,04	D	1372,04	+1			
BR	BRA	1058	14066	28/09/2020	512001	BRA			BRA	0338898		28/09/2020		BANQUE 2 B.R.A.	RG	REGLEMENT					28/09/2020	25/02/2022	09:50:57	JM				1372,04	0,00	1372,04	C	-1372,04	-1			
BR	BRA	1059	14063	28/09/2020	512001	BRA			BRA	3085152		28/09/2020	28/09/2020	CHEQUE GODET	CH	CHEQUE					28/09/2020	25/02/2022	09:50:57	JM				0,00	4183,20	4183,20	D	4183,20	+1			
BR	BRA	1059	14064	28/09/2020	411000	COLLECTIF CLIENTS	00539	GODET	GODET	3085152		28/09/2020	28/09/2020	CHEQUE GODET	CH	CHEQUE	AAC	28/09/2020			28/09/2020	25/02/2022	09:50:57	JM				4183,20	0,00	4183,20	C	-4183,20	-1			
BR	BRA	1060	14095	02/10/2020	512001	BRA			BRA	0		02/10/2020	02/10/2020	CHEQUE INGAL							02/10/2020	25/02/2022	09:50:57	JM				0,00	18,02	18,02	D	18,02	+1			
BR	BRA	1060	14096	02/10/2020	411000	COLLECTIF CLIENTS	00583	ROMACOMPTA	ROMACOMPTA	0		02/10/2020	02/10/2020	CHEQUE INGAL			AAE	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				18,02	0,00	18,02	C	-18,02	-1			
BR	BRA	1060	14098	02/10/2020	512001	BRA			BRA	0		02/10/2020	02/10/2020	CHEQUE INGAL							02/10/2020	25/02/2022	09:50:57	JM				0,00	832,46	832,46	D	832,46	+1			
BR	BRA	1060	14099	02/10/2020	411000	COLLECTIF CLIENTS	00576	AQUAVAP	AQUAVAP	0		02/10/2020	02/10/2020	CHEQUE INGAL			AAD	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				832,46	0,00	832,46	C	-832,46	-1			
BR	BRA	1060	14100	02/10/2020	512001	BRA			BRA	0		02/10/2020	10/10/2020	TRAITE INGAL							02/10/2020	25/02/2022	09:50:57	JM				0,00	22,60	22,60	D	22,60	+1			
BR	BRA	1060	14101	02/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		02/10/2020	10/10/2020	TRAITE INGAL			AAA	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				22,60	0,00	22,60	C	-22,60	-1			
BR	BRA	1060	14102	02/10/2020	512001	BRA			BRA	0		02/10/2020	10/10/2020	TRAITE INGAL							02/10/2020	25/02/2022	09:50:57	JM				0,00	186,95	186,95	D	186,95	+1			
BR	BRA	1060	14103	02/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		02/10/2020	10/10/2020	TRAITE INGAL			AAG	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				186,95	0,00	186,95	C	-186,95	-1			
BR	BRA	1060	14104	02/10/2020	512001	BRA			BRA	0		02/10/2020	10/10/2020	TRAITE INGAL							02/10/2020	25/02/2022	09:50:57	JM				0,00	8947,97	8947,97	D	8947,97	+1			
BR	BRA	1060	14105	02/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		02/10/2020	10/10/2020	TRAITE INGAL			AAI	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				8947,97	0,00	8947,97	C	-8947,97	-1			
BR	BRA	1060	14106	02/10/2020	512001	BRA			BRA	0		02/10/2020	15/10/2020	TRAITE INGAL							02/10/2020	25/02/2022	09:50:57	JM				0,00	919,27	919,27	D	919,27	+1			
BR	BRA	1060	14107	02/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		02/10/2020	15/10/2020	TRAITE INGAL			AAB	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				919,27	0,00	919,27	C	-919,27	-1			
BR	BRA	1060	14108	02/10/2020	512001	BRA			BRA	0		02/10/2020	15/10/2020	TRAITE INGAL							02/10/2020	25/02/2022	09:50:57	JM				0,00	6804,83	6804,83	D	6804,83	+1			
BR	BRA	1060	14109	02/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		02/10/2020	15/10/2020	TRAITE INGAL			AAL	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				6804,83	0,00	6804,83	C	-6804,83	-1			
BR	BRA	1060	14110	02/10/2020	512001	BRA			BRA	0		02/10/2020	16/10/2020	TRAITE INGAL							02/10/2020	25/02/2022	09:50:57	JM				0,00	1067,14	1067,14	D	1067,14	+1			
BR	BRA	1060	14111	02/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		02/10/2020	16/10/2020	TRAITE INGAL			AAJ	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				1067,14	0,00	1067,14	C	-1067,14	-1			
BR	BRA	1060	14235	02/10/2020	512001	BRA			BRA	0		02/10/2020	05/10/2020	INGAL							02/10/2020	25/02/2022	09:50:57	JM				307,95	0,00	307,95	C	-307,95	-1			
BR	BRA	1060	14236	02/10/2020	401000	COLLECTIF FOURNISSEURS	00256	INGAL	INGAL	0		02/10/2020	05/10/2020	INGAL			ABF	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				0,00	307,95	307,95	D	307,95	+1			
BR	BRA	1061	14080	02/10/2020	512001	BRA			BRA	0578022		02/10/2020	02/10/2020	GARAGE							02/10/2020	25/02/2022	09:50:57	JM				162,65	0,00	162,65	C	-162,65	-1			
BR	BRA	1061	14081	02/10/2020	401000	COLLECTIF FOURNISSEURS	00412	GARAGE	GARAGE	0578022		02/10/2020	02/10/2020	GARAGE			AAD	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				0,00	162,65	162,65	D	162,65	+1			
BR	BRA	1062	14082	02/10/2020	606140	FOURN.NON STOCK.CARBUR.			FOURN.NON STOCK.CARBUR.	0578023		02/10/2020		BANQUE 2 B.R.A.							02/10/2020	25/02/2022	09:50:57	JM				0,00	141,32	141,32	D	141,32	+1			
BR	BRA	1062	14083	02/10/2020	512001	BRA			BRA	0578023		02/10/2020		BANQUE 2 B.R.A.							02/10/2020	25/02/2022	09:50:57	JM				141,32	0,00	141,32	C	-141,32	-1			
BR	BRA	1063	14084	02/10/2020	606140	FOURN.NON STOCK.CARBUR.			FOURN.NON STOCK.CARBUR.	0578024		02/10/2020		BANQUE 2 B.R.A.							02/10/2020	25/02/2022	09:50:57	JM				0,00	17,59	17,59	D	17,59	+1			
BR	BRA	1063	14085	02/10/2020	512001	BRA			BRA	0578024		02/10/2020		BANQUE 2 B.R.A.							02/10/2020	25/02/2022	09:50:57	JM				17,59	0,00	17,59	C	-17,59	-1			
BR	BRA	1064	14086	02/10/2020	606140	FOURN.NON STOCK.CARBUR.			FOURN.NON STOCK.CARBUR.	0578025		02/10/2020		BANQUE 2 B.R.A.							02/10/2020	25/02/2022	09:50:57	JM				0,00	15,24	15,24	D	15,24	+1			
BR	BRA	1064	14087	02/10/2020	512001	BRA			BRA	0578025		02/10/2020		BANQUE 2 B.R.A.							02/10/2020	25/02/2022	09:50:57	JM				15,24	0,00	15,24	C	-15,24	-1			
BR	BRA	1065	14155	02/10/2020	606140	FOURN.NON STOCK.CARBUR.			FOURN.NON STOCK.CARBUR.	0578026		02/10/2020		BANQUE 2 B.R.A.							02/10/2020	25/02/2022	09:50:57	JM				0,00	17,43	17,43	D	17,43	+1			
BR	BRA	1065	14156	02/10/2020	512001	BRA			BRA	0578026		02/10/2020		BANQUE 2 B.R.A.							02/10/2020	25/02/2022	09:50:57	JM				17,43	0,00	17,43	C	-17,43	-1			
BR	BRA	1066	14077	02/10/2020	512001	BRA			BRA	578021		02/10/2020	02/10/2020	FEU VERT							02/10/2020	25/02/2022	09:50:57	JM				139,64	0,00	139,64	C	-139,64	-1			
BR	BRA	1066	14078	02/10/2020	401000	COLLECTIF FOURNISSEURS	00426	FEU VERT	FEU VERT	578021		02/10/2020	02/10/2020	FEU VERT			AAD	02/10/2020			02/10/2020	25/02/2022	09:50:57	JM				0,00	139,64	139,64	D	139,64	+1			
BR	BRA	1067	14233	03/10/2020	421000	PERSONNEL REMUN.DUES			PERSONNEL REMUN.DUES			03/10/2020		PERSONNEL REMUN.DUES							03/10/2020	25/02/2022	09:50:57	JM				0,00	10809,73	10809,73	D	10809,73	+1			
BR	BRA	1067	14234	03/10/2020	512001	BRA			BRA			03/10/2020		PERSONNEL REMUN.DUES							03/10/2020	25/02/2022	09:50:57	JM				10809,73	0,00	10809,73	C	-10809,73	-1			
BR	BRA	1068	14157	03/10/2020	512001	BRA			BRA	0578027		03/10/2020	05/10/2020	SODELI							03/10/2020	25/02/2022	09:50:57	JM				2330,57	0,00	2330,57	C	-2330,57	-1			
BR	BRA	1068	14158	03/10/2020	401000	COLLECTIF FOURNISSEURS	00447	SODELI	SODELI	0578027		03/10/2020	05/10/2020	SODELI			AAK	03/10/2020			03/10/2020	25/02/2022	09:50:57	JM				0,00	2330,57	2330,57	D	2330,57	+1			
BR	BRA	1069	14159	03/10/2020	512001	BRA			BRA	0578028		03/10/2020	05/10/2020	MMI							03/10/2020	25/02/2022	09:50:57	JM				1244,57	0,00	1244,57	C	-1244,57	-1			
BR	BRA	1069	14160	03/10/2020	401000	COLLECTIF FOURNISSEURS	00456	MMI	MMI	0578028		03/10/2020	05/10/2020	MMI			AAB	03/10/2020			03/10/2020	25/02/2022	09:50:57	JM				0,00	1244,57	1244,57	D	1244,57	+1			
BR	BRA	1070	14161	03/10/2020	512001	BRA			BRA	0578029		03/10/2020	05/10/2020	MULTI							03/10/2020	25/02/2022	09:50:57	JM				219,86	0,00	219,86	C	-219,86	-1			
BR	BRA	1070	14162	03/10/2020	401000	COLLECTIF FOURNISSEURS	00491	MULTI	MULTI	0578029		03/10/2020	05/10/2020	MULTI			AAA	03/10/2020			03/10/2020	25/02/2022	09:50:57	JM				0,00	219,86	219,86	D	219,86	+1			
BR	BRA	1071	14518	04/10/2020	411000	COLLECTIF CLIENTS	00561	TTH	TTH			04/10/2020	04/11/2020	TTH			AAU	04/10/2020			04/10/2020	25/02/2022	09:50:57	JM				0,00	135,60	135,60	D	135,60	+1			
BR	BRA	1071	14520	04/10/2020	627000	SERV.BANC. ET ASSIMILES			SERV.BANC. ET ASSIMILES			04/10/2020	04/11/2020	TTH							04/10/2020	25/02/2022	09:50:57	JM				0,00	4,65	4,65	D	4,65	+1			
BR	BRA	1071	14521	04/10/2020	512001	BRA			BRA			04/10/2020	04/11/2020	TTH							04/10/2020	25/02/2022	09:50:57	JM				140,25	0,00	140,25	C	-140,25	-1			
BR	BRA	1072	14524	05/10/2020	661600	INTERETS BANCAIRES			INTERETS BANCAIRES			05/10/2020		TVA DEDUCT.FRAIS ACHATS							05/10/2020	25/02/2022	09:50:57	JM				0,00	177,54	177,54	D	177,54	+1			
BR	BRA	1072	14525	05/10/2020	445660	TVA DEDUCTIBLE BIENS ET SERVICES			TVA DEDUCTIBLE BIENS ET SERVICES			05/10/2020		TVA DEDUCT.FRAIS ACHATS							05/10/2020	25/02/2022	09:50:57	JM				0,00	12,10	12,10	D	12,10	+1			
BR	BRA	1072	14526	05/10/2020	512001	BRA			BRA			05/10/2020		TVA DEDUCT.FRAIS ACHATS							05/10/2020	25/02/2022	09:50:57	JM				189,64	0,00	189,64	C	-189,64	-1			
BR	BRA	1073	14240	05/10/2020	512001	BRA			BRA	0		05/10/2020	05/10/2020	SECOLA							05/10/2020	25/02/2022	09:50:57	JM				0,00	14595,60	14595,60	D	14595,60	+1			
BR	BRA	1073	14241	05/10/2020	411000	COLLECTIF CLIENTS	00098	IBM  COMPT	IBM  COMPT	0		05/10/2020	05/10/2020	SECOLA			AHR	05/10/2020			05/10/2020	25/02/2022	09:50:57	JM				14595,60	0,00	14595,60	C	-14595,60	-1			
BR	BRA	1073	14522	05/10/2020	512001	BRA			BRA	0		05/10/2020	05/10/2020	SECOLA							05/10/2020	25/02/2022	09:50:57	JM				374,14	0,00	374,14	C	-374,14	-1			
BR	BRA	1073	14523	05/10/2020	401000	COLLECTIF FOURNISSEURS	00313	SECOLA	SECOLA	0		05/10/2020	05/10/2020	SECOLA			ABF	05/10/2020			05/10/2020	25/02/2022	09:50:57	JM				0,00	374,14	374,14	D	374,14	+1			
BR	BRA	1074	14527	06/10/2020	626200	FRAIS POSTAUX			FRAIS POSTAUX	0578030		06/10/2020		BANQUE 2 B.R.A.							06/10/2020	25/02/2022	09:50:57	JM				0,00	237,06	237,06	D	237,06	+1			
BR	BRA	1074	14528	06/10/2020	512001	BRA			BRA	0578030		06/10/2020		BANQUE 2 B.R.A.							06/10/2020	25/02/2022	09:50:57	JM				237,06	0,00	237,06	C	-237,06	-1			
BR	BRA	1075	14248	09/10/2020	512001	BRA			BRA	0		09/10/2020	09/10/2020	CHEQUE PEAUX							09/10/2020	25/02/2022	09:50:57	JM				0,00	827,34	827,34	D	827,34	+1			
BR	BRA	1075	14249	09/10/2020	411000	COLLECTIF CLIENTS	00161	PEAUX	PEAUX	0		09/10/2020	09/10/2020	CHEQUE PEAUX			ACC	09/10/2020			09/10/2020	25/02/2022	09:50:57	JM				827,34	0,00	827,34	C	-827,34	-1			
BR	BRA	1075	14250	09/10/2020	512001	BRA			BRA	0		09/10/2020	09/10/2020	CHEQUE PEAUX							09/10/2020	25/02/2022	09:50:57	JM				0,00	119,50	119,50	D	119,50	+1			
BR	BRA	1075	14251	09/10/2020	411000	COLLECTIF CLIENTS	00161	PEAUX	PEAUX	0		09/10/2020	09/10/2020	CHEQUE PEAUX			ACD	09/10/2020			09/10/2020	25/02/2022	09:50:57	JM				119,50	0,00	119,50	C	-119,50	-1			
BR	BRA	1075	14252	09/10/2020	512001	BRA			BRA	0		09/10/2020	09/10/2020	CHEQUE PEAUX							09/10/2020	25/02/2022	09:50:57	JM				0,00	14,71	14,71	D	14,71	+1			
BR	BRA	1075	14253	09/10/2020	411000	COLLECTIF CLIENTS	09999	DIVERS	DIVERS	0		09/10/2020	09/10/2020	CHEQUE PEAUX			AFQ	09/10/2020			09/10/2020	25/02/2022	09:50:57	JM				14,71	0,00	14,71	C	-14,71	-1			
BR	BRA	1075	14254	09/10/2020	512001	BRA			BRA	0		09/10/2020	09/10/2020	CHEQUE PEAUX							09/10/2020	25/02/2022	09:50:57	JM				0,00	1180,96	1180,96	D	1180,96	+1			
BR	BRA	1075	14255	09/10/2020	411000	COLLECTIF CLIENTS	00524	ENTREPOTS	ENTREPOTS	0		09/10/2020	09/10/2020	CHEQUE PEAUX			AAH	09/10/2020			09/10/2020	25/02/2022	09:50:57	JM				1180,96	0,00	1180,96	C	-1180,96	-1			
BR	BRA	1075	14256	09/10/2020	411000	COLLECTIF CLIENTS	00524	ENTREPOTS	ENTREPOTS	0		09/10/2020	09/10/2020	PEAUX			AAH	09/10/2020			09/10/2020	25/02/2022	09:50:57	JM				46,81	0,00	46,81	C	-46,81	-1			
BR	BRA	1075	14257	09/10/2020	671000	CHARGES EXCEPTIONNELLES			CHARGES EXCEPTIONNELLES	0		09/10/2020		CHEQUE PEAUX							09/10/2020	25/02/2022	09:50:57	JM				0,00	46,81	46,81	D	46,81	+1			
BR	BRA	1075	14333	09/10/2020	512001	BRA			BRA	0		09/10/2020	10/10/2020	CHEQUE PEAUX							09/10/2020	25/02/2022	09:50:57	JM				0,00	696,80	696,80	D	696,80	+1			
BR	BRA	1075	14334	09/10/2020	411000	COLLECTIF CLIENTS	09999	DIVERS	DIVERS	0		09/10/2020	10/10/2020	CHEQUE PEAUX			AFR	09/10/2020			09/10/2020	25/02/2022	09:50:57	JM				696,80	0,00	696,80	C	-696,80	-1			
BR	BRA	1076	14502	11/10/2020	512001	BRA			BRA	0		11/10/2020	21/10/2020	TRAITE MONDIASTOR							11/10/2020	25/02/2022	09:50:57	JM				0,00	1818,68	1818,68	D	1818,68	+1			
BR	BRA	1076	14503	11/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		11/10/2020	21/10/2020	TRAITE MONDIASTOR			AAH	11/10/2020			11/10/2020	25/02/2022	09:50:57	JM				1818,68	0,00	1818,68	C	-1818,68	-1			
BR	BRA	1076	14504	11/10/2020	512001	BRA			BRA	0		11/10/2020	22/10/2020	TRAITE MONDIASTOR							11/10/2020	25/02/2022	09:50:57	JM				0,00	1131,62	1131,62	D	1131,62	+1			
BR	BRA	1076	14505	11/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		11/10/2020	22/10/2020	TRAITE MONDIASTOR			AAM	11/10/2020			11/10/2020	25/02/2022	09:50:57	JM				1131,62	0,00	1131,62	C	-1131,62	-1			
BR	BRA	1076	14506	11/10/2020	512001	BRA			BRA	0		11/10/2020	25/10/2020	TRAITE MONDIASTOR							11/10/2020	25/02/2022	09:50:57	JM				0,00	3370,65	3370,65	D	3370,65	+1			
BR	BRA	1076	14507	11/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		11/10/2020	25/10/2020	TRAITE MONDIASTOR			AAF	11/10/2020			11/10/2020	25/02/2022	09:50:57	JM				3370,65	0,00	3370,65	C	-3370,65	-1			
BR	BRA	1076	14508	11/10/2020	512001	BRA			BRA	0		11/10/2020	12/10/2020	CHEQUE MONDIASTOR							11/10/2020	25/02/2022	09:50:57	JM				0,00	180,91	180,91	D	180,91	+1			
BR	BRA	1076	14509	11/10/2020	411000	COLLECTIF CLIENTS	00591	MONDIASTOR	MONDIASTOR	0		11/10/2020	12/10/2020	CHEQUE MONDIASTOR			AAC	11/10/2020			11/10/2020	25/02/2022	09:50:57	JM				180,91	0,00	180,91	C	-180,91	-1			
BR	BRA	1076	14510	11/10/2020	512001	BRA			BRA	0		11/10/2020	12/10/2020	CHEQUE MONDIASTOR							11/10/2020	25/02/2022	09:50:57	JM				0,00	553,85	553,85	D	553,85	+1			
BR	BRA	1076	14511	11/10/2020	411000	COLLECTIF CLIENTS	00598	CETLER	CETLER	0		11/10/2020	12/10/2020	CHEQUE MONDIASTOR			AAB	10/11/2020			11/10/2020	25/02/2022	09:50:57	JM				553,85	0,00	553,85	C	-553,85	-1			
BR	BRA	1076	14512	11/10/2020	512001	BRA			BRA	0		11/10/2020	12/10/2020	CHEQUE MONDIASTOR							11/10/2020	25/02/2022	09:50:57	JM				0,00	33,09	33,09	D	33,09	+1			
BR	BRA	1076	14513	11/10/2020	411000	COLLECTIF CLIENTS	09999	DIVERS	DIVERS	0		11/10/2020	12/10/2020	CHEQUE MONDIASTOR			AFS	12/10/2020			11/10/2020	25/02/2022	09:50:57	JM				33,09	0,00	33,09	C	-33,09	-1			
BR	BRA	1077	14514	12/10/2020	512001	BRA			BRA	0		12/10/2020	12/10/2020	CHEQUE CAT							12/10/2020	25/02/2022	09:50:57	JM				0,00	2211,39	2211,39	D	2211,39	+1			
BR	BRA	1077	14515	12/10/2020	411000	COLLECTIF CLIENTS	00036	CAT	CAT	0		12/10/2020	12/10/2020	CHEQUE CAT			ADD	12/10/2020			12/10/2020	25/02/2022	09:50:57	JM				2211,39	0,00	2211,39	C	-2211,39	-1			
BR	BRA	1077	14516	12/10/2020	411000	COLLECTIF CLIENTS	00036	CAT	CAT	0		12/10/2020	12/10/2020	CAT			ADD	12/10/2020			12/10/2020	25/02/2022	09:50:57	JM				68,39	0,00	68,39	C	-68,39	-1			
BR	BRA	1077	14517	12/10/2020	665000	ESCOMPTE ACCORDE			ESCOMPTE ACCORDE	0		12/10/2020		CHEQUE CAT							12/10/2020	25/02/2022	09:50:57	JM				0,00	68,39	68,39	D	68,39	+1			
BR	BRA	1078	14529	12/10/2020	431000	SECURITE SOCIALE			SECURITE SOCIALE	0578031		12/10/2020		SECURITE SOCIALE							12/10/2020	25/02/2022	09:50:57	JM				0,00	16280,34	16280,34	D	16280,34	+1			
BR	BRA	1078	14530	12/10/2020	512001	BRA			BRA	0578031		12/10/2020		SECURITE SOCIALE							12/10/2020	25/02/2022	09:50:57	JM				16280,34	0,00	16280,34	C	-16280,34	-1			
BR	BRA	1079	14531	12/10/2020	437320	CAISSE RETRAITES CADRES			CAISSE RETRAITES CADRES	0578032		12/10/2020		CAISSE RETRAITES CADRES							12/10/2020	25/02/2022	09:50:57	JM				0,00	2341,01	2341,01	D	2341,01	+1			
BR	BRA	1079	14532	12/10/2020	512001	BRA			BRA	0578032		12/10/2020		CAISSE RETRAITES CADRES							12/10/2020	25/02/2022	09:50:57	JM				2341,01	0,00	2341,01	C	-2341,01	-1			
BR	BRA	1080	14533	12/10/2020	437310	CAISSE RETRAITE SALARIES			CAISSE RETRAITE SALARIES	0578033		12/10/2020		CAISSE RETRAITE SALARIES							12/10/2020	25/02/2022	09:50:57	JM				0,00	1614,89	1614,89	D	1614,89	+1			
BR	BRA	1080	14534	12/10/2020	512001	BRA			BRA	0578033		12/10/2020		CAISSE RETRAITE SALARIES							12/10/2020	25/02/2022	09:50:57	JM				1614,89	0,00	1614,89	C	-1614,89	-1			
BR	BRA	1081	14535	12/10/2020	437500	MEDECINE DU TRAVAIL			MEDECINE DU TRAVAIL	0578034		12/10/2020		MEDECINE DU TRAVAIL							12/10/2020	25/02/2022	09:50:57	JM				0,00	230,46	230,46	D	230,46	+1			
BR	BRA	1081	14536	12/10/2020	512001	BRA			BRA	0578034		12/10/2020		MEDECINE DU TRAVAIL							12/10/2020	25/02/2022	09:50:57	JM				230,46	0,00	230,46	C	-230,46	-1			
BR	BRA	1082	14537	12/10/2020	437400	ASSEDIC			ASSEDIC	0578035		12/10/2020		ASSEDIC							12/10/2020	25/02/2022	09:50:57	JM				0,00	1884,27	1884,27	D	1884,27	+1			
BR	BRA	1082	14538	12/10/2020	512001	BRA			BRA	0578035		12/10/2020		ASSEDIC							12/10/2020	25/02/2022	09:50:57	JM				1884,27	0,00	1884,27	C	-1884,27	-1			
BR	BRA	1083	14539	12/10/2020	401000	COLLECTIF FOURNISSEURS	00489	CSS	CSS	0578036		12/10/2020	12/11/2020	CSS			AAC	12/10/2020			12/10/2020	25/02/2022	09:50:57	JM				0,00	228,90	228,90	D	228,90	+1			
BR	BRA	1083	14540	12/10/2020	512001	BRA			BRA	0578036		12/10/2020	12/11/2020	CSS							12/10/2020	25/02/2022	09:50:57	JM				228,90	0,00	228,90	C	-228,90	-1			
BR	BRA	1084	14541	12/10/2020	512001	BRA			BRA	0578037		12/10/2020	13/10/2020	MODAL INFO							12/10/2020	25/02/2022	09:50:57	JM				518,47	0,00	518,47	C	-518,47	-1			
BR	BRA	1084	14542	12/10/2020	401000	COLLECTIF FOURNISSEURS	00458	MODAL INFO	MODAL INFO	0578037		12/10/2020	13/10/2020	MODAL INFO			AAS	12/10/2020			12/10/2020	25/02/2022	09:50:57	JM				0,00	518,47	518,47	D	518,47	+1			
BR	BRA	1085	14549	13/10/2020	512001	BRA			BRA	0		13/10/2020	14/10/2020	TRAITE EFFETS A RECEVOIR							13/10/2020	25/02/2022	09:50:57	JM				0,00	1838,54	1838,54	D	1838,54	+1			
BR	BRA	1085	14550	13/10/2020	413010	EFFETS A RECEVOIR OCTOBRE			EFFETS A RECEVOIR OCTOBRE	0		13/10/2020	14/10/2020	TRAITE EFFETS A RECEVOIR			AAN	13/10/2020			13/10/2020	25/02/2022	09:50:57	JM				1838,54	0,00	1838,54	C	-1838,54	-1			
BR	BRA	1086	14543	13/10/2020	512001	BRA			BRA	0578038		13/10/2020	13/10/2020	SOMFY							13/10/2020	25/02/2022	09:50:57	JM				982,95	0,00	982,95	C	-982,95	-1			
BR	BRA	1086	14544	13/10/2020	401000	COLLECTIF FOURNISSEURS	00495	SOMFY	SOMFY	0578038		13/10/2020	13/10/2020	SOMFY			AAA	13/10/2020			13/10/2020	25/02/2022	09:50:57	JM				0,00	982,95	982,95	D	982,95	+1			
BR	BRA	1087	14568	15/10/2020	437320	CAISSE RETRAITES CADRES			CAISSE RETRAITES CADRES			15/10/2020		CAISSE RETRAITES CADRES							15/10/2020	25/02/2022	09:50:57	JM				0,00	1166,23	1166,23	D	1166,23	+1			
BR	BRA	1087	14569	15/10/2020	512001	BRA			BRA			15/10/2020		CAISSE RETRAITES CADRES							15/10/2020	25/02/2022	09:50:57	JM				1166,23	0,00	1166,23	C	-1166,23	-1			
BR	BRA	1088	14572	16/10/2020	512001	BRA			BRA	0		16/10/2020	16/10/2020	CHEQUE BERARD JEA							16/10/2020	25/02/2022	09:50:57	JM				0,00	152,45	152,45	D	152,45	+1			
BR	BRA	1088	14573	16/10/2020	411000	COLLECTIF CLIENTS	00572	PTHC	PTHC	0		16/10/2020	16/10/2020	CHEQUE BERARD JEA			AAA	07/11/2020			16/10/2020	25/02/2022	09:50:57	JM				152,45	0,00	152,45	C	-152,45	-1			
BR	BRA	1088	14574	16/10/2020	512001	BRA			BRA	0		16/10/2020	16/10/2020	CHEQUE BERARD JEA							16/10/2020	25/02/2022	09:50:57	JM				0,00	1808,05	1808,05	D	1808,05	+1			
